고양이정원,서울 강서구 개화동로19길 18 1층,서울 강서구 개화동 559-49,월~금 11:00 ~ 01:00,02-2665-4507,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F052DA572D1F340B4BE1119CF72066FD1,https://place.map.kakao.com/1943025765,126.803165,37.57570577
카페우드진,서울 강서구 마곡중앙6로 45 리더스퀘어마곡 1층 113호,서울 강서구 마곡동 772-5,월~금 07:30 ~ 22:00,02-6052-0116,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7603D210BE4F471693B10188D79FEAF7,https://place.map.kakao.com/1688973510,126.8327206,37.56063122
고양이똥,서울 강서구 공항대로59가길 13,서울 강서구 등촌동 647-62,매일 10:00 ~ 21:00,02-6013-1281,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F74F684BB09CF425B8F945C9877474497,https://place.map.kakao.com/16682720,126.8646408,37.55204139
광화문살롱,"서울 강서구 공항대로45길 63 1층 105,106호",서울 강서구 등촌동 639-23,매일 07:30 ~ 22:00,02-2668-3966,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F531C6ED3CECB4A0392B26097E9ECCE4B,https://place.map.kakao.com/1445156015,126.8560012,37.557869
브루클린커피,서울 강서구 강서로52길 16 1층,서울 강서구 내발산동 652,매일 07:00 ~ 23:00,02-3664-5595,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAB94BB9F24154B13A89B23EB51186B68,https://place.map.kakao.com/851969193,126.838935,37.5576845
어나더사이드,서울 강서구 강서로 318 1층,서울 강서구 내발산동 677,월~금 09:00 ~ 22:00,02-3665-9877,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE2025644C15A4ED1B15A13EB5A5A7DAB,https://place.map.kakao.com/650424536,126.8371495,37.55402797
헤리스헤이스,서울 강서구 마곡동로3길 26 1층 103호,서울 강서구 마곡동 774-5,월~금 09:00 ~ 17:00,010-8962-9532,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F87AA9712F61E487381E0BCFAF3591D40,https://place.map.kakao.com/2117253986,126.8305202,37.56019741
스타벅스 마곡나루,서울 강서구 마곡중앙로 161-17,서울 강서구 마곡동 759-3,"목,금 07:00 ~ 22:30",1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB30B49C7AFED47E4BC4633A8B7D7F1D3,https://place.map.kakao.com/1433534125,126.8259608,37.56805817
인라이크,서울 강서구 양천로30길 103 화성빌딩 1층 103호,서울 강서구 마곡동 348-3,"월,수,목 11:00 ~ 20:30",070-7789-3344,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F374462C15E494B75923770BC7D237E6C,https://place.map.kakao.com/1593193993,126.8228109,37.56861066
구도커피,"서울 강서구 등촌로35길 121 1,2층",서울 강서구 등촌동 565-18,월~금 11:30 ~ 19:30,02-6348-2460,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FBA5F8F7016EE46BBAF50142002D3E65D,https://place.map.kakao.com/440767015,126.8630009,37.53769155
브런치팩토리,서울 강서구 마곡중앙로 36 마곡엠밸리15단지상가 102호,서울 강서구 마곡동 751,매일 08:30 ~ 21:00,070-4136-2631,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F15BB7B4A4A6E428D9C66109D52ADA851,https://place.map.kakao.com/27417322,126.8270293,37.55741872
고양이똥 3호점,서울 강서구 공항대로45길 30 1층,서울 강서구 등촌동 655,월~금 09:00 ~ 22:30,02-2694-0285,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFA941A8CFFBB45A98D6636EDE497A8C8,https://place.map.kakao.com/837824252,126.8556144,37.5565911
스타벅스 화곡DT점,서울 강서구 등촌로 57,서울 강서구 화곡동 772-67,월~금 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF71AE4F055C54FE7BA1FEEFBA64C608B,https://place.map.kakao.com/470408699,126.863143,37.53501259
