블루보틀 성수 카페,서울 성동구 아차산로 7,서울 성동구 성수동1가 656-302,매일 08:00 ~ 20:30,1533-6906,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F723A22186EE84C9BB142E6E93DBCA4AA,https://place.map.kakao.com/1492599844,127.0456414,37.54810603
쎈느,"서울 성동구 연무장5길 20 1,2층",서울 성동구 성수동2가 314-2,월~토 10:00 ~ 22:00,02-469-2122,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2F7C2147861041AA8B2BB714021751FB,https://place.map.kakao.com/1783691580,127.0534456,37.5448925
할아버지공장,서울 성동구 성수이로7가길 9,서울 성동구 성수동2가 309-133,매일 11:00 ~ 22:00,010-3934-2301,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F11A24771C68B49E1A5D552F4EECDB441,https://place.map.kakao.com/1301973155,127.0549604,37.54117455
어니언컴퍼니,"서울 성동구 아차산로9길 8 1,2층",서울 성동구 성수동2가 277-135,월~금 08:00 ~ 22:00,02-1644-1941,,https://place.map.kakao.com/145791269,127.0581989,37.54476087
대림창고,서울 성동구 성수이로 78,서울 성동구 성수동2가 322-32,매일 11:00 ~ 22:00,02-499-9669,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB688222794C24E3396180F9D9CC4263D,https://place.map.kakao.com/1128989913,127.0566479,37.54163921
인더매스 마장,서울 성동구 마장로 270 1층,서울 성동구 마장동 776-1,매일 09:00 ~ 21:30,02-6084-8996,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3C2A3D8DC4334ECB90FD6A28CCFA8B0F,https://place.map.kakao.com/1460620031,127.0399679,37.56554401
멜로워 성수플래그쉽,서울 성동구 성수이로7길 39,서울 성동구 성수동2가 333-94,"월,화,목,금,토,일 11:00 ~ 21:30",02-499-1112,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA69D2BCB299746E7B48E54256BDFC90E,https://place.map.kakao.com/1842536906,127.0532332,37.54253315
센터커피 서울숲점,서울 성동구 서울숲2길 28-11 1층,서울 성동구 성수동1가 685-283,화~일 10:00 ~ 21:00,070-8868-2008,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F56BCF2697015468FB45193F915185371,https://place.map.kakao.com/286483883,127.0417179,37.54674481
로우키,서울 성동구 연무장3길 6,서울 성동구 성수동2가 302-16,월~금 10:00 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEF41FD6E7C104313A3B4CE27F7AC5267,https://place.map.kakao.com/1302549042,127.0515792,37.5441964
옹근달,"서울 성동구 성수이로7길 41-1 1, 2층",서울 성동구 성수동2가 333-52,매일 11:00 ~ 23:00,02-499-5012,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9B6FE6C9581D4793B80EC58D4ECD8911,https://place.map.kakao.com/547570065,127.0529936,37.54273219
로우커피스탠드,서울 성동구 왕십리로4길 28-2 1층,서울 성동구 성수동1가 8-16,월~금 08:00 ~ 17:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA2B559A5E44440979D5798465ACEC685,https://place.map.kakao.com/940053669,127.0466111,37.5471178
마를리,서울 성동구 연무장길 47 홍원빌딩 1층,서울 성동구 성수동2가 315-55,매일 09:00 ~ 23:00,02-467-0303,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCBA8BFB538D24E868CA70280CFB6F347,https://place.map.kakao.com/1038283810,127.0547342,37.54279888
카페&펍 연무장,서울 성동구 연무장길 36 8층,서울 성동구 성수동2가 310-63,매일 11:00 ~ 24:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC5003CD4397042BE8D8846BBE83796C7,https://place.map.kakao.com/144753549,127.0533144,37.542889
치카성수,서울 성동구 뚝섬로1가길 14 1층,서울 성동구 성수동1가 656-1002,수~토 12:00 ~ 19:00,02-498-3478,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD675E9B524FD4E7A947D258520E2C968,https://place.map.kakao.com/27347404,127.0471736,37.54233128
카멜 성수점,서울 성동구 성덕정19길 6,서울 성동구 성수동2가 570-1,매일 11:00 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1A4590E0048643D9949301501CFB6E01,https://place.map.kakao.com/939851854,127.0559124,37.53724376
도렐 육지3호점,서울 성동구 연무장7길 11 1층,서울 성동구 성수동2가 314-12,월~금 08:00 ~ 21:00,02-516-3675,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0F9C7C250AEA415095CC43390C363EDB,https://place.map.kakao.com/301697712,127.0544169,37.54378977
카페포제,서울 성동구 연무장9길 7 1층,서울 성동구 성수동2가 315-41,매일 11:00 ~ 22:00,070-8830-5994,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9997749C0B8E458997DCA1535B607272,https://place.map.kakao.com/1942841428,127.0557351,37.54295231
갈십리,"서울 성동구 마조로 15-11 1,2층",서울 성동구 행당동 19-108,매일 12:00 ~ 22:30,010-8698-3000,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2013C523FB594F67956E702BA4E1A1BB,https://place.map.kakao.com/231920851,127.0404474,37.55892593
5TO7,"서울 성동구 서울숲2길 44-13 1, 2",서울 성동구 성수동1가 668-136,매일 11:00 ~ 22:00,0507-1333-7616,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F202ED58583364EADA26AE76221CAAA27,https://place.map.kakao.com/328817208,127.0433005,37.5461148
아우프글렛 금호점,서울 성동구 독서당로51길 7 1층,서울 성동구 금호동1가 1801-4,수~일 12:00 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9A777AFDDF444B838E64B6F93D17A23A,https://place.map.kakao.com/2030999010,127.0262245,37.54887391
글로우,서울 성동구 아차산로9길 20 1층,서울 성동구 성수동2가 277-24,월~금 09:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB07AC272390F4226AB2E0FDE27AFBC98,https://place.map.kakao.com/857915820,127.0587894,37.54599593
코끼리베이글,"서울 성동구 성수이로26길 17 1,2층",서울 성동구 성수동2가 278-53,매일 08:30 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDFEA6E1815224199A0AF03C1EF6F5A64,https://place.map.kakao.com/1035129288,127.0595345,37.54604755
체다앤올리,서울 성동구 서울숲2길 32-14 1층,서울 성동구 성수동1가 685-696,월~금 11:00 ~ 21:00,02-468-1003,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB0CE4C907D3E4FD4B79F9B7A3FF05413,https://place.map.kakao.com/1530215201,127.0429147,37.54567733
슈퍼말차 성수,서울 성동구 서울숲6길 19 1층,서울 성동구 성수동1가 668-9,매일 11:00 ~ 21:00,070-4632-3882,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F57497A40F6A84093A5B3EAB180A4440A,https://place.map.kakao.com/2077832392,127.0437199,37.54751696
하루&원데이,서울 성동구 아차산로 92 광명타워 1층 103호,서울 성동구 성수동2가 314-5,월~금 08:00 ~ 22:30,02-499-9303,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6DEEE54CB2CA43B894B15845CB85A6FF,https://place.map.kakao.com/912676778,127.0542425,37.54475239
서울앵무새,서울 성동구 서울숲9길 3 지하1 ~ 2층,서울 성동구 성수동1가 685-213,매일 08:00 ~ 23:00,070-8846-2025,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF9FB3DD4563B45B69B9232E6E9F77E6D,https://place.map.kakao.com/935863440,127.0435497,37.54832072
훔볼트,"서울 성동구 성수이로 58 P타워 지하 1층, 1, 2층",서울 성동구 성수동2가 325-17,월~금 08:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAD1F9267EFDB4934BF0F5C44456E6162,https://place.map.kakao.com/1431819126,127.0556027,37.54009953
노티드 성수,서울 성동구 연무장길 29-17 1층 101호,서울 성동구 성수동2가 316-5,매일 11:00 ~ 20:00,1800-6067,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3590A8AC2B264BBF85477BB667E020B4,https://place.map.kakao.com/1325105515,127.052683,37.54361342
누데이크 성수점,서울 성동구 성수이로7길 26 1층,서울 성동구 성수동2가 309-59,매일 11:00 ~ 21:00,070-4128-4408,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCCB069C343164C7C96287DE397C5F804,https://place.map.kakao.com/634902312,127.0542464,37.54158844
어라운드데이,서울 성동구 서울숲2길 24-1,서울 성동구 성수동1가 685-483,월~금 12:00 ~ 21:00,0507-1431-8310,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F569C6B738E9C4977876756CF8AEE2AE6,https://place.map.kakao.com/1599571399,127.0412711,37.54686967
빌로우 성수점,서울 성동구 서울숲4길 16-10 지하 1층,서울 성동구 성수동1가 668-90,매일 12:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2AAF9475E2CF48B088CF01F964ABF2AB,https://place.map.kakao.com/1505582117,127.0424051,37.54723876
브루잉세레모니,서울 성동구 연무장5가길 22-1 1층,서울 성동구 성수동2가 315-28,월~토 11:00 ~ 21:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F60CB9582A09740DCA2C2EAC143208F2D,https://place.map.kakao.com/804984272,127.0550233,37.54330304
업사이드커피 뚝섬점,서울 성동구 왕십리로14길 19-1 1층,서울 성동구 성수동1가 7-8,월~금 08:00 ~ 19:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5386ABED24A9405C84A7D14AF24D3A52,https://place.map.kakao.com/1904529538,127.0459158,37.54877104
봉순이네다락방,서울 성동구 왕십리로21길 13-1 지하1~2층,서울 성동구 행당동 292-33,월~금 14:00 ~ 22:00,02-2299-8057,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F19114E4E4F6FB6522E,https://place.map.kakao.com/13498947,127.0329828,37.5611248
뜨아아아커피집,서울 성동구 고산자로12길 1-1,서울 성동구 행당동 264,매일 10:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2D08295EEB5A44FC86DB14EF0F47C286,https://place.map.kakao.com/1219627086,127.0350484,37.56030907
오우드 성수1호점,서울 성동구 연무장길 101-1 B동 1층,서울 성동구 성수동2가 272-3,목 11:00 ~ 18:00,070-8844-0196,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBF9A210986C7414C8E3C6A688D1A6E00,https://place.map.kakao.com/1623291829,127.060542,37.54123903
커피오스,서울 성동구 성수일로4길 31-1 1층,서울 성동구 성수동2가 333-72,월~금 07:30 ~ 20:00,02-468-7140,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F01FA4130768E452885C3C6FF7CE29626,https://place.map.kakao.com/16678762,127.0522102,37.5421578
맛차차,서울 성동구 서울숲2길 18-11 1층,서울 성동구 성수동1가 685-454,수~일 11:00 ~ 19:00,010-9719-8707,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2335CAECFDF9436594E1CD1842A56BB9,https://place.map.kakao.com/505665583,127.0405202,37.54707653
플디 성수점,서울 성동구 상원길 44 2층,서울 성동구 성수동1가 13-156,매일 12:00 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE950E5266FE74CD79F5931927897B169,https://place.map.kakao.com/1431120740,127.0485181,37.54792991
묘사서울,서울 성동구 서울숲2길 2 2층,서울 성동구 성수동1가 685-486,매일 12:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0686DFFC63E2420BB26832335F724C34,https://place.map.kakao.com/806362867,127.0397004,37.54786734
카페온화 성수점,서울 성동구 아차산로 78 1층,서울 성동구 성수동2가 302-4,매일 11:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA799A5AF24784C1DA3A2CB2A898AE711,https://place.map.kakao.com/1653556066,127.052618,37.54524921
키커피컴퍼니 왕십리점,서울 성동구 왕십리로 269 1층,서울 성동구 행당동 130-115,2023년 2월 15일 ~ 2024년 1월 31일 휴무,070-4230-8893,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_597759787,https://place.map.kakao.com/1742492568,127.0374791,37.55860571
테디스오븐,서울 성동구 서울숲2길 43 1층,서울 성동구 성수동1가 668-50,매일 11:00 ~ 22:00,070-4900-1100,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE411C2294F364B66B1202F1D15A0DA6B,https://place.map.kakao.com/1661608166,127.0434663,37.54647956
아이오쓰리 성수사거리점,서울 성동구 성수이로20길 60 1층,서울 성동구 성수동2가 275-54,월~금 08:00 ~ 19:30,02-497-1961,,https://place.map.kakao.com/431464251,127.0631491,37.54166663
피어커피 성수,서울 성동구 광나루로4가길 24,서울 성동구 성수동2가 299-39,월~금 10:00 ~ 17:00,02-474-1464,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBD94F213911644A8AF74618335B4B0D6,https://place.map.kakao.com/603145931,127.0548803,37.54892417
프롬하츠커피 성동구청점,서울 성동구 고산자로 253,서울 성동구 도선동 22-1,매일 08:00 ~ 23:00,0507-1317-1152,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD6064F65A16C4EAB87AF82CE69B79098,https://place.map.kakao.com/368428431,127.0355859,37.56240364
스타벅스 왕십리역,서울 성동구 왕십리로 326,서울 성동구 도선동 58-1,월~목 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F585829539F874D949A272DAF5A907117,https://place.map.kakao.com/26785715,127.0338943,37.56272687
스타벅스 성수역점,서울 성동구 성수이로 94,서울 성동구 성수동2가 317-20,월~금 07:00 ~ 23:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F25341D6948334D3AA0E247D5BAC69030,https://place.map.kakao.com/1748005319,127.0569572,37.54323139
카멜커피 7호점,서울 성동구 서울숲7길 4,서울 성동구 성수동1가 685-310,매일 11:00 ~ 19:00,010-7906-0440,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC9B9FBB1831A4F6DA639C84511566698,https://place.map.kakao.com/45230292,127.0426583,37.54838078
마크69,서울 성동구 서울숲길 24,서울 성동구 성수동1가 685-350,매일 11:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FFC6DDC264C394C4D8E9461CF3C6D8FF3,https://place.map.kakao.com/483722570,127.0399914,37.54787859
메쉬커피,서울 성동구 서울숲길 43,서울 성동구 성수동1가 685-307,월~금 08:30 ~ 17:00,02-464-7078,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCFF4F6942815489EBC36B84884A95A4C,https://place.map.kakao.com/1941275560,127.0424537,37.54811893
RSG,"서울 성동구 연무장15길 11 에스팩토리 C동 1층 109,110호",서울 성동구 성수동2가 273-13,매일 11:00 ~ 02:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCA1D147C41504F1D982242DFDE028A18,https://place.map.kakao.com/1313821804,127.058906,37.54282174
천상가옥,서울 성동구 성수이로14길 14 3층,서울 성동구 성수동2가 322-4,매일 11:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47D04CB95BB6485CBBEE159DB6B3F6C1,https://place.map.kakao.com/1501931765,127.0569083,37.54140761
브라운팟,서울 성동구 무학봉28길 16 1층,서울 성동구 행당동 286-19,매일 10:00 ~ 22:00,02-2299-7796,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5181AF90AF914B4EB019188C84EBE1A5,https://place.map.kakao.com/753723493,127.0336197,37.56165305
