망우로30,서울 동대문구 망우로 30-1 1층,서울 동대문구 휘경동 317-60,매일 11:00 ~ 22:00,010-3380-2386,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F87460294C1A24828A4CFF6FFE078A77A,https://place.map.kakao.com/1113162121,127.0568019,37.5880216
민들레영토 경희대점,서울 동대문구 경희대로1길 34,서울 동대문구 회기동 60-84,화~일 11:00 ~ 22:00,02-959-3733,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1237AA534DE4904F34,https://place.map.kakao.com/7883277,127.0503579,37.59200394
커피나인 본점,서울 동대문구 전농로3길 12 1층,서울 동대문구 답십리동 268-8,매일 09:00 ~ 21:00,02-6396-9992,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDEA335CB58E3433D8DE63795EBBFFBC5,https://place.map.kakao.com/26354962,127.0566249,37.56854697
베러댄,서울 동대문구 망우로 34 진성빌딩 1층,서울 동대문구 휘경동 317-9,월~목 08:40 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFD31D61B20424E6AA1B5FAFA3ECAB9B6,https://place.map.kakao.com/1779970753,127.0570901,37.58837916
컴플리트커피,서울 동대문구 천장산로7길 19,서울 동대문구 이문동 264-293,월~금 08:00 ~ 23:00,070-8873-0419,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F79115E1CD62749828AF8AB96053537E3,https://place.map.kakao.com/13333488,127.0568007,37.59830048
너디블루,"서울 동대문구 전농로36길 9 1,2층 1,2호",서울 동대문구 전농동 103-312,매일 12:00 ~ 23:30,0507-1421-1310,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8DC46D69939B4C849DE8FAE70B66F3A6,https://place.map.kakao.com/1989079728,127.0529291,37.58542701
오앤디,서울 동대문구 망우로12가길 17 1층,서울 동대문구 휘경동 293-171,월~금 11:00 ~ 21:30,010-3441-3675,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1AA84299C8494AE884B20A351F960642,https://place.map.kakao.com/105370530,127.0601018,37.5888241
스타벅스 경동1960점,"서울 동대문구 고산자로36길 3 경동시장 본관 3,4층",서울 동대문구 제기동 1019,매일 09:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F858A2FCD2A1442919B5DF2282C07946A,https://place.map.kakao.com/609996995,127.0391429,37.57903777
키라쿠,서울 동대문구 약령시로 5-1 아이리스빌딩 1층,서울 동대문구 제기동 1152-13,월~금 10:30 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F33F47E8B2D2F4DB896F7EEBC6DE154DE,https://place.map.kakao.com/789579036,127.0302933,37.5827985
카페양귀비,서울 동대문구 이문로9길 8 1층,서울 동대문구 이문동 345-7,매일 12:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F97945FCF3B234D8C81AF1B5E38D34A87,https://place.map.kakao.com/2093688428,127.0574352,37.59296999
대즐링,서울 동대문구 안암로 132 1층,서울 동대문구 제기동 137-130,월~금 12:00 ~ 22:00,070-763-9394,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F9CD6BA209D8C4A4B8815A40B0DF84716,https://place.map.kakao.com/2047903591,127.0334932,37.58684319
한시십일분,서울 동대문구 망우로 66 지하1층,서울 동대문구 휘경동 267-84,화~일 13:00 ~ 23:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7E8C8F1AF23F4955815D0EAA969908C0,https://place.map.kakao.com/811623792,127.0609691,37.58950174
스타벅스 회기역사거리점,서울 동대문구 이문로 37 회기 한일 베라체캠퍼스 1층,서울 동대문구 회기동 346-18,월~금 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F92F350C36F8944738BCFB023954E5718,https://place.map.kakao.com/24868732,127.0561174,37.59080113
스타벅스 답십리역점,서울 동대문구 천호대로 263,서울 동대문구 답십리동 497-67,월~금 07:00 ~ 23:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F34994527B0534802955AAE017C8AF463,https://place.map.kakao.com/1387251423,127.0511205,37.56850461
스타벅스 장한평역점,서울 동대문구 장한로 10,서울 동대문구 장안동 433-7,월~금 07:00 ~ 23:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2424344755E006C33A,https://place.map.kakao.com/17884754,127.0654988,37.56235695
카페림,서울 동대문구 천호대로27길 8-2 1층,서울 동대문구 용두동 38-3,월~금 09:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F71F177A648714398A911FAF5253A9BB2,https://place.map.kakao.com/1175140530,127.037486,37.57449423
