카페어니언 미아점,서울 강북구 솔매로50길 55 1층,서울 강북구 미아동 127-9,매일 10:00 ~ 22:00,070-7816-2714,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1406434164,https://place.map.kakao.com/2021943104,127.0284335,37.62402918
무너미,서울 강북구 노해로8가길 40 1층,서울 강북구 수유동 222-78,매일 12:00 ~ 21:00,02-903-5058,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEBB15719DEE7429D84F89647C54018C1,https://place.map.kakao.com/234080048,127.023604,37.63979651
미즐카페엠,서울 강북구 4.19로 107 1층,서울 강북구 수유동 535-11,매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:30,02-999-5055,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEBB1C8E1B27F4929990D8519B040A280,https://place.map.kakao.com/7888616,127.0037948,37.6435579
아카데미하우스,서울 강북구 4.19로 135,서울 강북구 수유동 산 76,매일 10:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8F87FF2ECA1E436C8A9A82D4C117E6A4,https://place.map.kakao.com/531595429,127.0017224,37.641693
카페산아래,서울 강북구 삼양로181길 56,서울 강북구 우이동 217-1,월~금 11:30 ~ 21:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB9243D8A6BBD442F920CCB08706E6498,https://place.map.kakao.com/2034455524,127.0104882,37.66681996
옥류헌릴렉스,서울 강북구 삼양로181길 142,서울 강북구 우이동 236,매일 11:00 ~ 21:30,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F68945AA428B84E35B8FAD932AFC0B84B,https://place.map.kakao.com/657378473,127.0082468,37.66969471
경계선,서울 강북구 삼각산로 22-7 1층,서울 강북구 수유동 516-62,화~일 11:00 ~ 19:00,010-3957-7341,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_426192108,https://place.map.kakao.com/2001336225,127.0071039,37.63849718
카페멘디,서울 강북구 4.19로8길 7-2 1층,서울 강북구 수유동 582-12,화~일 10:00 ~ 21:00,02-990-7832,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0DE7C462228742B68AEF2717B4EE4AED,https://place.map.kakao.com/394644903,127.0087225,37.64722545
큐브이스케이프 수유점,서울 강북구 도봉로87길 11 2층,서울 강북구 수유동 229-46,월~금 13:30 ~ 22:30,02-903-0706,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA4ABDBA04E9F402F90E6EB45873D683B,https://place.map.kakao.com/4331171,127.0248677,37.63834116
노르웨이안우드,"서울 강북구 도봉로87길 32-6 1,2층",서울 강북구 수유동 192-33,화~일 12:00 ~ 22:00,02-999-3738,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF9F0DEE74B874C9CBEB241ACB85266E7,https://place.map.kakao.com/1305533873,127.0243482,37.63920901
